KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiVentilator,"Device used for pressurizing your structure. Needs an oxygen tank to operate. IMPORTANT: If you deactivate a ventilator manually, oxygen will be lost.",,"Équipement utilisé pour alimenter votre structure en O². A besoin d'un réservoir O² pour fonctionner. IMPORTANT : Si vous désactivez manuellement ce système, l'oxygène sera perdu.",,,,,,,,,,,,,,
bkiWaterGenerator,Extracts water from natural water sources. Must be placed in water or snow.,,Extrait de l'eau potable à partir d'une source naturelle d'eau. Doit être en contact avec l'eau ou la neige.,,,,,,,,,,,,,,
AlienPalmTreeStage1,Firepalm Orange - Sprout,,Pousse d'Orange de l'espace,,,,,,,,,,,,,,
AlienPalmTreeStage2,Firepalm Orange - Growing,,Orange de l'espace - en croissance,,,,,,,,,,,,,,
AlienPalmTreeStage3,Firepalm Orange - Harvestable,,Orange de l'espace - récoltable,,,,,,,,,,,,,,
AlienPalmTreeStage3NoFruit,Firepalm Orange - Pre-Harvest,,Orange de l'espace - Pré récolte,,,,,,,,,,,,,,
AlienplantWormStage1,Ambersap Tendril - Sprout,,Pousse de plante à miel Alien,,,,,,,,,,,,,,
AlienplantWormStage2,Ambersap Tendril - Growing,,Plante à miel Alien - en croissance,,,,,,,,,,,,,,
AlienplantWormStage3,Ambersap Tendril - Harvestable,,Plante à miel Alien - récoltable,,,,,,,,,,,,,,
AlienplantWormStage3Harvested,Ambersap Tendril - Pre-Harvest,,Plante à Miel - Pré récolte,,,,,,,,,,,,,,
PearthingStage1,Bellfruit - Sprout,,Pousse de Poire exotique,,,,,,,,,,,,,,
PearthingStage2,Bellfruit - Growing 1,,Poire exotique - en croissance (1),,,,,,,,,,,,,,
PearthingStage3,Bellfruit - Growing 2,,Poire exotique - en croissance (2),,,,,,,,,,,,,,
PearthingStage4,Bellfruit - Harvestable,,Poire exotique - récoltable,,,,,,,,,,,,,,
PearthingStage4NoFruit,Bellfruit - Pre-Harvest,,Poire exotique - Pré récolte,,,,,,,,,,,,,,
SnakeweedStage1,Akuan Furze - Sprout,,Pousse de Fibres végétales,,,,,,,,,,,,,,
SnakeweedStage2,Akuan Furze - Growing,,Fibres végétales - en croissance,,,,,,,,,,,,,,
SnakeweedStage3,Akuan Furze - Harvestable,,Fibres végétales - récoltable,,,,,,,,,,,,,,
btnLetsGo,Proceed,,Allons-y !,,,,,,,,,,,,,,
AlienParts01,Biological Specimen,,Plasma Alien ZR1,,,,,,,,,,,,,,
AlienParts02,Alien Parts,,Composé Alien,,,,,,,,,,,,,,
AlienParts03,Medicinal Growth,,Plasma Alien T6,,,,,,,,,,,,,,
CapacitorComponent,High-Output Capacitor,,Condensateur,,,,,,,,,,,,,,
EnergyCell,Fuel Cell,,Pack carburant (Promethium),,,,,,,,,,,,,,
EnergyCellHydrogen,Hydrogen Fuel Cell,,Pack Hydrogène,,,,,,,,,,,,,,
EnergyCellLarge,Dual Fuel Cell,,Gros carburant (Promethium),,,,,,,,,,,,,,
FusionCell,Promethium Hydrocell,,Pile à combustible,,,,,,,,,,,,,,
GlassPlate,Glass Plate,,Plaque de verre,,,,,,,,,,,,,,
GoldCoins,Gold Coins,,Pièces d'or,,,,,,,,,,,,,,
GoldIngot,Gold Ingot,,Lingot d'Or,,,,,,,,,,,,,,
Ham,Ham,,Jambon,,,,,,,,,,,,,,
HeavyWeaponKit,Heavy Weapon Upgrade Kit,,Kit amélioration arme lourde,,,,,,,,,,,,,,
IronIngot,Iron Ingot,,Lingot de Fer,,,,,,,,,,,,,,
LaserKit,Laser Upgrade Kit,,Kit amélioration laser,,,,,,,,,,,,,,
MagnesiumPowder,Magnesium Powder,,Poudre de magnésium,,,,,,,,,,,,,,
MeatBurger,Cheeseburger,,Hamburger,,,,,,,,,,,,,,
MoneyCard,Money Card,,Carte de crédit,,,,,,,,,,,,,,
Motor,Motor,,Moteur,,,,,,,,,,,,,,
PistolKit,Pistol Upgrade Kit,,Kit amélioration pistolet,,,,,,,,,,,,,,
Pizza,Pizza,,Pizza,,,,,,,,,,,,,,
PowerCoil,Power Coil,,Bobine de puissance,,,,,,,,,,,,,,
PumpkinCookie,Pumpkin Cookie,,Biscuits au potiron,,,,,,,,,,,,,,
RadiationPills,Anti-Radiation Pills,,Pilule Antiradiation,,,,,,,,,,,,,,
WoodLogs,Wood Logs,,Rondins de bois,,,,,,,,,,,,,,
WoodPlanks,Wooden Planks,,Planches de bois,,,,,,,,,,,,,,
cpgCore,Core Systems,,Noyau,,,,,,,,,,,,,,
cpgGrowingLight,Hydroponics,,Lampe horticole,,,,,,,,,,,,,,
cpgMedic,Medical,,Médical,,,,,,,,,,,,,,
PromethiumStone,Promethium Crystal,,Pierre de Prométhium,,,,,,,,,,,,,,
DroneLargeAttackBase,Siege Drone Gunship,,Grand drone d'attaque de base,,,,,,,,,,,,,,
DroneLargeSlow01Minigun,Minigun Drone Gunship,,Grand drone mitrailleuse,,,,,,,,,,,,,,
DroneLargeSlow01Plasma,Plasma Drone Gunship,,Grand drone plasma,,,,,,,,,,,,,,
DroneLargeSlow02Cannon,Cannon Gunship,,Grand drone canon,,,,,,,,,,,,,,
DroneLargeSlow02Minigun,Dual Minigun Gunship,,Gros drone double mitrailleuse,,,,,,,,,,,,,,
DroneLargeSlowGardian,Gunship,,Drone lourd,,,,,,,,,,,,,,
DroneSmallAttackBase,Siege Drone,,Petit drone d'attaque de base,,,,,,,,,,,,,,
DroneSmallFast01Minigun,Minigun Aerodrone,,Drone mitrailleuse,,,,,,,,,,,,,,
DroneSmallFast01Plasma,Plasma Drone,,Drone plasma,,,,,,,,,,,,,,
DroneSmallFast01Rocket,Rocket Aerodrone,,Drone lance-roquettes,,,,,,,,,,,,,,
DroneSmallSlow01Cannon,Cannon Drone,,Drone canon,,,,,,,,,,,,,,
DroneSmallSlow01Minigun,Minigun Aerodrone,,Drone mitrailleuse,,,,,,,,,,,,,,
DroneSmallSlow02Minigun,Dual Minigun Aerodrone,,Drone à double mitrailleuse,,,,,,,,,,,,,,
DroneTroopsTransport,Troop Transport,,Transport de troupes,,,,,,,,,,,,,,
DroneTroopsTransport01,Troop Transport,,Transport de troupes,,,,,,,,,,,,,,
EnemyDroneV2Minigun,Gatling Gunship,,Grand drone mitrailleuse,,,,,,,,,,,,,,
EnemyDroneV2Plasma,Plasma Gunship,,Grand drone plasma,,,,,,,,,,,,,,
SpaceDroneLaser,Interceptor,,Drone spatial (laser),,,,,,,,,,,,,,
SpaceDronePlasma,Interdictor,,Drone spatial (plasma),,,,,,,,,,,,,,
AlienBug01,Leafcutter Insect,,Insecte coupe-feuilles,,,,,,,,,,,,,,
AlienBug02,Nyxiss Scorpion,,Scorpion Nyxiss,,,,,,,,,,,,,,
AlienBug03,Wraithworm Queen,,Wraithworm Queen,,,,,,,,,,,,,,
AlienBug04,Sandsiphon,,Sandsiphon,,,,,,,,,,,,,,
ArmoredGolem,Armored Gigas,,Gigas blindé,,,,,,,,,,,,,,
AssaultCyborg,Combat Android,,Android d'assaut,,,,,,,,,,,,,,
CaveWormGreen,Argos Minor,,Argos Minor,,,,,,,,,,,,,,
CaveWormGrey,Argos Major,,Argos Major,,,,,,,,,,,,,,
CaveWormGreyGroup,Argos Major,,Argos Major,,,,,,,,,,,,,,
CaveWormGreyLeader,Argos Major Rex,,Argos Major Rex,,,,,,,,,,,,,,
CaveWormWhite,Argos Major,,Argos Major,,,,,,,,,,,,,,
GolemDesert,Desert Gigas,,Gigas du désert,,,,,,,,,,,,,,
GolemIce,Ice Gigas,,Gigas des glaces,,,,,,,,,,,,,,
GolemSwamp,Swamp Gigas,,Gigas des marais,,,,,,,,,,,,,,
LizardMule,Moularidon,,Moularidon,,,,,,,,,,,,,,
LizardMuleBaby,Baby Moularidon,,bébé Moularidon,,,,,,,,,,,,,,
LizardMuleGroup,Moularidon,,Moularidon,,,,,,,,,,,,,,
LizardMuleLeader,Moularidon Alpha,,Moularidon (chef),,,,,,,,,,,,,,
MegalonopsBrown,Megalonops,,Mégalonop,,,,,,,,,,,,,,
MegalonopsGreen,Megalonops,,Mégalonop,,,,,,,,,,,,,,
MegalonopsGrey,Megalonops,,Mégalonop,,,,,,,,,,,,,,
Otyugh,Ignidon,,Ignidon,,,,,,,,,,,,,,
ParasaurBaby,Baby Parasaur,,Bébé Parasaure,,,,,,,,,,,,,,
ParasaurGroup,Parasaur,,Parasaure,,,,,,,,,,,,,,
ParasaurLeader,Parasaur Alpha,,Parasaure (chef),,,,,,,,,,,,,,
PlantMonster,Plant Monster,,Plante Monstre,,,,,,,,,,,,,,
Raptor,Androraptor,,Androraptor,,,,,,,,,,,,,,
RaptorGroup,Androraptor,,Androraptor,,,,,,,,,,,,,,
RaptorLeader,Androraptor Alpha,,Androraptor (chef),,,,,,,,,,,,,,
RaptorNight,Androraptor,,Androraptor,,,,,,,,,,,,,,
Slime,Androzoa,,Androzoa,,,,,,,,,,,,,,
Spider01,Erebus Spider,,Erebus Araignée,,,,,,,,,,,,,,
Spider02,Charon Spider,,Charon Araignée,,,,,,,,,,,,,,
Spider03,Pluton Spider,,Pluton Araignée,,,,,,,,,,,,,,
Spinosaurus,Spinosaurus,,Spinosaure,,,,,,,,,,,,,,
Triceratops,Triceratops,,Tricératops,,,,,,,,,,,,,,
TriceratopsBaby,Baby Triceratops,,Bébé Tricératops,,,,,,,,,,,,,,
TurretRobot,Combat Mechanoid,,MÉCHA de combat,,,,,,,,,,,,,,
WormDesert,Sandworm,,Ver de désert,,,,,,,,,,,,,,
WormDesertGroup,Sandworm,,Ver de désert,,,,,,,,,,,,,,
WormDesertLarge,Greater Sandworm,,Grand ver dedésert,,,,,,,,,,,,,,
WormDesertLargeGroup,Greater Sandworm,,Grand ver de désert,,,,,,,,,,,,,,
WormDesertLargeLeader,Greater Sandworm Alpha,,Grand ver de désert (chef),,,,,,,,,,,,,,
WormDesertLeader,Sandworm Alpha,,Ver de désert (chef),,,,,,,,,,,,,,
ZiraxLaser,Laser Zirax,,Zirax (laser),,,,,,,,,,,,,,
ZiraxMale,Flamethrower Zirax,,Zirax (mitrailleuse),,,,,,,,,,,,,,
ZiraxRocket,Rocket Zirax,,Zirax (Roquettes),,,,,,,,,,,,,,
ZiraxShotgun,Shotgun Zirax,,Zirax (fusil à pompe),,,,,,,,,,,,,,
igmDroneBaseAttack,Warning! Drones are on their way to attack your base,,Avertissement ! Des drones se préparent à attaquer votre base,,,,,,,,,,,,,,
igmDroneBaseDisabled,Congratulations! You have disabled the drone base. There will be no new drone attacks,,Félicitations ! Vous avez désactivé la base des drones. Il n'y aura plus d'attaques de drones.,,,,,,,,,,,,,,
igmEffectAlienParasiteStep1,You have been infected with an alien parasite. An anti-parasite injection will prevent it from spreading.,,Un parasite Alien vous a infecté. Une injection d'antidote peut vous sauver.,,,,,,,,,,,,,,
igmEffectAlienParasiteStep2,The parasite has spread and is affecting your internal organs. You will die if you don't apply an anti-parasite injection.,,L'infection du parasite se répand. Vous allez mourir si vous ne trouvez pas d'antidote.,,,,,,,,,,,,,,
igmEffectAlienParasiteStep3,The alien parasite has infected your brain. You are dying...,,"La parasite a infecté votre cerveau, vous allez mourir ...",,,,,,,,,,,,,,
igmEffectApplyMedikitLarge,You applied a large medikit.,,Vous avez utilisé un grand médikit,,,,,,,,,,,,,,
igmEffectApplyMedikitSmall,You applied a small medikit.,,Vous avez utilisé un petit médikit,,,,,,,,,,,,,,
igmEffectCold,You are cold.,,Vous ressentez le froid.,,,,,,,,,,,,,,
igmEffectFire,You are on fire! Put the fire out with water!,,Vous êtes en feu ! Eteignez le feu avec de l'eau !,,,,,,,,,,,,,,
igmEffectHeatStroke,You are suffering from Heatstroke.,,Vous avez un coup de chaleur \n> Réduire température corporelle  \n  - régulateur de température \n  - douche \n Eau purifiée \n  - Jus \n  - Lait,,,,,,,,,,,,,,
igmEffectHot,You are too hot.,,Vous vous sentez brulant \n> Réduire température corporelle \n  - régulateur de température \n  - douche \n Eau purifiée \n  - Jus \n - Lait,,,,,,,,,,,,,,
igmEffectLowFood,You are feeling very hungry. Find something to eat!,,Vous avez très faim. Trouver quelque chose à manger !,,,,,,,,,,,,,,
igmEffectMedicStation,Your health is recovering.,,Votre santé s'améliore,,,,,,,,,,,,,,
igmEffectNoFood,You are starving to death.,,Vous allez mourir de faim.,,,,,,,,,,,,,,
igmEffectNoOxygen,You are suffocating.,,Vous n'avez plus d'oxygène pour respirer.,,,,,,,,,,,,,,
igmEffectOxygenStation,Your oxygen is refilling.,,Votre réserve O² augmente,,,,,,,,,,,,,,
igmEffectRadiationSick1,You are feeling the effects of light radiation sickness.,,Vous sentez l'effet des radiations (étape 1).,,,,,,,,,,,,,,
igmEffectRadiationSick2,You are feeling the effects of severe radiation sickness.,,Vous sentez l'effet des radiations (étape 2).,,,,,,,,,,,,,,
igmEffectStaminaBoost,You obtained a Stamina boost.,,Votre endurance a augmenté,,,,,,,,,,,,,,
igmEffectStaminaRecover,Your Stamina recovers.,,Votre endurance se rétablit.,,,,,,,,,,,,,,
igmEffectStimBoostDown,The Stamina boost is fading out and now you feel its side effect.,,"Le boost d'endurance s'estompe, et maintenant vous ressentez les effets secondaires.",,,,,,,,,,,,,,
igmEffectStimBoostUp,You obtained a Stamina boost.,,Votre endurance a augmenté,,,,,,,,,,,,,,
igmEmergencyBreakLowFuel,Initializing emergency break due to low fuel.,,Carburant insuffisant: freinage d'urgence activé,,,,,,,,,,,,,,
igmFlyInside,An undocked vessel is colliding with your ship! \n Dock all unsecured vessels or remove them from the area to initiate start-up sequence.,,Un vaisseau non arrimé entre en collision avec votre vaisseau ! \nAmarrez tous les vaisseaux non sécurisés ou retirez-les de la zone pour lancer la séquence de démarrage.,,,,,,,,,,,,,,
igmFlyRestriction,Flying only possible if all players leave the docked ships,,Vol possible seulement si tous les joueurs quittent les vaisseaux amarrés,,,,,,,,,,,,,,
igmForceStopGeneratorOff,Generator turned off while moving. Initializing forced stop of your ship,,"Le générateur s'est arrêté, arrêt forcé du vaisseau en cours",,,,,,,,,,,,,,
igmFreighterCanNotBeControlled,This ship cannot be controlled due to security protocols,,Ce navire ne peut pas être contrôlé en raison des protocoles de sécurité,,,,,,,,,,,,,,
igmFreighterLastWarning,Self-Destruct Sequence Initiated,,Plus que 5 minutes avant l'autodestruction du cargo,,,,,,,,,,,,,,
igmFreighterSelfDestruction,Freighter self destruction sequence has been activated. Freighter will explode in 30 min,,Séquence d'autodestruction du cargo activée. Le cargo explosera dans 30 minutes,,,,,,,,,,,,,,
igmFreighterSpotted,Freighter has been spotted that carries valuable goods,,Un cargo transportant de précieuses marchandises a été repéré,,,,,,,,,,,,,,
igmGameSavedNoBackup,Game saved. Backup failed!,,"Jeu sauvegardé, mais backup échoué !",,,,,,,,,,,,,,
igmGameSavedWithBackup,Game saved. Backup created.,,Jeu et backup sauvegardés.,,,,,,,,,,,,,,
igmEffectHealBrokenLeg,Your broken leg has healed.,,Votre jambe cassée est guérie.,,,,,,,,,,,,,,
igmIncomingAsteroid,Meteorite Warning! \n Meteorites containing resources have been detected entering the atmosphere,,Attention aux météorites ! \n Des météorites contenant des ressources ont été détectées entrant dans l'atmosphère,,,,,,,,,,,,,,
igmNoCore,No core present!,,Aucun noyau présent !,,,,,,,,,,,,,,
igmNoExternalOxygen,No oxygen! Ensure your helmet is sealed correctly.,,Pas d'oxygène ! Assurez-vous que votre casque est correctement fermé.,,,,,,,,,,,,,,
igmWeaponNotShootableHere,You cannot fire this weapon on a planet,,Vous ne pouvez pas utiliser cette arme sur une planète,,,,,,,,,,,,,,
igmWeaponNotShootableUnderWater,You cannot fire this weapon underwater,,Cette arme ne peut pas tirer sous l'eau,,,,,,,,,,,,,,
ArmorHeavy,[c][F3FF3F]Heavy Armor[-][/c],,Armure lourde,,,,,,,,,,,,,,
ArmorHeavyEpic,[c][FFD837]Advanced Heavy Armor[-][/c],,Armure améliorée (lourde),,,,,,,,,,,,,,
ArmorLight,[c][37D2FF]Light Armor[-][/c],,Armure légère,,,,,,,,,,,,,,
ArmorLightEpic,[c][00F7FF]Improved Light Armor[-][/c],,Armure améliorée (légère),,,,,,,,,,,,,,
ArmorMedium,[c][15FF58]Medium Armor[-][/c],,Armure médium,,,,,,,,,,,,,,
ArmorMediumEpic,[c][27FF00]Reinforced Medium Armor[-][/c],,Armure améliorée (médium),,,,,,,,,,,,,,
EVABoost,EVA Booster,,Booster EVA,,,,,,,,,,,,,,
EVABoostEpic,[c][CC00DC]Advanced EVA Booster[-][/c],,Booster EVA (amélioré),,,,,,,,,,,,,,
InsulationBoost,Insulation Booster,,booster isolation,,,,,,,,,,,,,,
InsulationBoostEpic,[c][CC00DC]Advanced Insulation Booster[-][/c],,Booster isolation (amélioré),,,,,,,,,,,,,,
JetpackBoost,Jetpack Booster,,Booster Jetpack,,,,,,,,,,,,,,
JetpackBoostEpic,[c][CC00DC]Advanced Jetpack Booster[-][/c],,Booster Jetpack (amélioré),,,,,,,,,,,,,,
MobilityBoost,Mobility Booster,,Booster mobilité,,,,,,,,,,,,,,
MobilityBoostEpic,[c][CC00DC]Advanced Mobility Booster[-][/c],,Booster mobilité (amélioré),,,,,,,,,,,,,,
MultiBoost,Multibooster,,Multibooster,,,,,,,,,,,,,,
MultiBoostEpic,[c][CC00DC]Advanced Multibooster[-][/c],,Multibooster (amélioré),,,,,,,,,,,,,,
OxygenBoost,Oxygen Tank Booster,,Booster réservoir O²,,,,,,,,,,,,,,
OxygenBoostEpic,[c][CC00DC]Large Oxygen Tank Booster[-][/c],,Booster réservoir O² (amélioré),,,,,,,,,,,,,,
RadiationBoost,Radiation Shielding Booster,,Booster radiations,,,,,,,,,,,,,,
RadiationBoostEpic,[c][CC00DC]Advanced Radiation Shielding Booster[-][/c],,Booster radiations (amélioré),,,,,,,,,,,,,,
NightVision,Nightvision Goggles,,Lunettes de vision nocturne,,,,,,,,,,,,,,
CobaltResource,Cobalt Deposit,,Gisement de Cobalt,,,,,,,,,,,,,,
CopperResource,Copper Deposit,,Gisement de Cuivre,,,,,,,,,,,,,,
ErestrumResource,Erestrum Deposit,,Gisement d'Érestrum,,,,,,,,,,,,,,
GoldResource,Gold Deposit,,Gisement d'Or,,,,,,,,,,,,,,
IronResource,Iron Deposit,,Gisement de Fer,,,,,,,,,,,,,,
MagnesiumResource,Magnesium Deposit,,Gisement de Magnésium,,,,,,,,,,,,,,
NeodymiumResource,Neodymium Deposit,,Gisement de Néodymium,,,,,,,,,,,,,,
PentaxidResource,Pentaxid Deposit,,Gisement de Pentaxid,,,,,,,,,,,,,,
PromethiumResource,Promethium Deposit,,Gisement de Prométhium,,,,,,,,,,,,,,
SathiumResource,Sathium Deposit,,Gisement de Sathium,,,,,,,,,,,,,,
SiliconResource,Silicon Deposit,,Gisement de Silicium,,,,,,,,,,,,,,
ZascosiumResource,Zascosium Deposit,,Gisement de Zascozium,,,,,,,,,,,,,,
AsteroidCobalt,Cobalt Meteorite,,Météorite de Cobalt,,,,,,,,,,,,,,
AsteroidCopper,Copper Meteorite,,Météorite de Cuivre,,,,,,,,,,,,,,
AsteroidErestrum,Erestrum Meteorite,,Météorite d'Erestrum,,,,,,,,,,,,,,
AsteroidGold,Gold Meteorite,,Météorite d'Or,,,,,,,,,,,,,,
AsteroidIron,Iron Meteorite,,Météorite de Fer,,,,,,,,,,,,,,
AsteroidMagnesium,Magnesium Meteorite,,Météorite de Magnésium,,,,,,,,,,,,,,
AsteroidNeodymium,Neodymium Meteorite,,Météorite de Néodymium,,,,,,,,,,,,,,
AsteroidPentaxid,Pentaxid Meteorite,,Météorite de Pentaxid,,,,,,,,,,,,,,
AsteroidPromethium,Promethium Meteorite,,Météorite de Prométhium,,,,,,,,,,,,,,
AsteroidSathium,Sathium Meteorite,,Météorite de Sathium,,,,,,,,,,,,,,
AsteroidSilicon,Silicon Meteorite,,Météorite de Silicium,,,,,,,,,,,,,,
AsteroidZascosium,Zascosium Meteorite,,Météorite de Zascosium,,,,,,,,,,,,,,
CobaltOre,Cobalt Ore,,Minerai de Cobalt,,,,,,,,,,,,,,
CopperOre,Copper Ore,,Minerai de Cuivre,,,,,,,,,,,,,,
CrushedStone,Crushed Stone,,Roche concassée,,,,,,,,,,,,,,
ErestrumOre,Erestrum Ore,,Minerai d'Erestrum,,,,,,,,,,,,,,
GoldOre,Gold Ore,,Minerai d'Or,,,,,,,,,,,,,,
IronOre,Iron Ore,,Minerai de Fer,,,,,,,,,,,,,,
MagnesiumOre,Magnesium Ore,,Minerai de Magnésium,,,,,,,,,,,,,,
NeodymiumOre,Neodymium Ore,,Minerai de Néodymium,,,,,,,,,,,,,,
PentaxidOre,Pentaxid Crystal,,Pentaxid brut,,,,,,,,,,,,,,
PromethiumOre,Promethium Ore,,Minerai de Prométhium,,,,,,,,,,,,,,
SathiumOre,Sathium Ore,,Minerai de Sathium,,,,,,,,,,,,,,
SiliconOre,Silicon Ore,,Minerai de Silicium,,,,,,,,,,,,,,
ZascosiumOre,Zascosium Ore,,Minerai de Zascosium,,,,,,,,,,,,,,
BadTrip,Bad Trip,,Délirium,,,,,,,,,,,,,,
MedikitBandages,Bandages,,Bandages,,,,,,,,,,,,,,
BrokenLeg,Broken Leg,,Jambe cassée,,,,,,,,,,,,,,
ColdEffect,Too Cold,,Trop froid,,,,,,,,,,,,,,
DecreaseBodyTemp,Reduce Temperature,,Réduire la température,,,,,,,,,,,,,,
Fire,Fire,,Inflammation,,,,,,,,,,,,,,
HealBrokenLeg,Heal Broken Leg,,Guérir la jambe cassée,,,,,,,,,,,,,,
HeatStroke,Heatstroke,,Coup de chaleur,,,,,,,,,,,,,,
Hot,Too Hot,,Trop chaud,,,,,,,,,,,,,,
IncreaseBodyTemp,Increase Temperature,,Augmenter la température,,,,,,,,,,,,,,
LowFood,Hungry,,Urgent de se nourrir,,,,,,,,,,,,,,
MedicStation,First Aid,,Restaure la santé \nIntoxication alimentaire \nBrûlure cutanée \nPlaie ouverte \nMorsure envenimée,,,,,,,,,,,,,,
MedikitLarge,First Aid,,Premiers soins,,,,,,,,,,,,,,
MedikitSmall,First Aid,,Premiers soins,,,,,,,,,,,,,,
NoFood,Starving,,Affamé,,,,,,,,,,,,,,
NoOxygen,No Oxygen,,Pas d'oxygène,,,,,,,,,,,,,,
OpenWound,Open Wound,,Plaie ouverte,,,,,,,,,,,,,,
Bleeding,Bleeding,,Saignement,,,,,,,,,,,,,,
Parasite1,Parasite Stage 1,,Parasite Niveau 1,,,,,,,,,,,,,,
Parasite2,Parasite Stage 2,,Parasite Niveau 2,,,,,,,,,,,,,,
Parasite3,Parasite Stage 3,,Parasite Niveau 3,,,,,,,,,,,,,,
PoisonBit,Poisoned (Stage 1),,Morsure envenimée (Niveau 1),,,,,,,,,,,,,,
PoisonBit2,Poisoned (Stage 2),,Morsure envenimée (Niveau 2),,,,,,,,,,,,,,
PoisonFood,Food Poisoning,,Intoxication alimentaire,,,,,,,,,,,,,,
RadiationSick1,Light Radiation Sickness,,Irradiation aiguë 1,,,,,,,,,,,,,,
RadiationSick2,Severe Radiation Sickness,,Irradiation aiguë 2,,,,,,,,,,,,,,
ReduceRadiation,Purging Radiation,,Réduit les radiations,,,,,,,,,,,,,,
StaminaBoost,Stamina Boost,,Booster d'endurance,,,,,,,,,,,,,,
StaminaRecover,Stamina Recovery,,Récupération d'endurance,,,,,,,,,,,,,,
StimBoosterDown,Stim Booster Down,,Booster STIM (bas),,,,,,,,,,,,,,
StimBoosterUp,Stim Booster Up,,Booster STIM (haut),,,,,,,,,,,,,,
tutOxygenGenerator,Place an oxygen Extractor in the water to produce oxygen bottles,,Placez le générateur O² dans l'eau pour produire des bouteilles O².,,,,,,,,,,,,,,
15mmBullet,15x127mm Rounds,,Munition 15mm,,,,,,,,,,,,,,
30mmBullet,30x175mm Autocannon Rounds,,Munition 30mm,,,,,,,,,,,,,,
ArtilleryRocket,[c][0088FF]155mm Ballistic Artillery Shell[-][/c],,Artillerie HV,,,,,,,,,,,,,,
BioFuel,Biofuel,,BIO Carburant,,,,,,,,,,,,,,
DrillCharge,Drill Charge,,Charge foreuse,,,,,,,,,,,,,,
FastRocket,[c][00FF00]110mm Unguided Missile[-][/c],,Roquette 130mm MSL,,,,,,,,,,,,,,
FastRocketBA,[c][FF0000]145mm Precision-Guided Missile[-][/c],,155mm H-MSL,,,,,,,,,,,,,,
FastRocketHoming,[c][00FF00]115mm Laser-Guided Missile[-][/c],,135mm H-MSL,,,,,,,,,,,,,,
FastRocketMS,[c][FFF300]140mm Precision-Guided Missile[-][/c],,150mm H-MSL,,,,,,,,,,,,,,
FillerCharge,Energy Charge,,Charge F&F,,,,,,,,,,,,,,
FlakRocket,[c][FF0000]37mm Flak Shell BA[-][/c],,Obus Flak BA,,,,,,,,,,,,,,
FlakRocketMS,[c][FFF300]37mm Flak Shell CV[-][/c],,Obus Flak CV,,,,,,,,,,,,,,
IONCannonCharge,[c][FF8800]Alien Plasma Charge[-][/c],,Charge ION,,,,,,,,,,,,,,
IONCannonCharge2,[c][FF8800]Advanced Plasma Charge[-][/c],,Charge ION II,,,,,,,,,,,,,,
LargeRocket,[c][FF0000]380mm High-Explosive Ballistic Artillery Shell[-][/c],,165mm MSL,,,,,,,,,,,,,,
LargeRocketMS,[c][FFF300]375mm High-Explosive Artillery Shell[-][/c],,160mm MSL,,,,,,,,,,,,,,
MultiCharge,Multi-Charge,,Multicharge,,,,,,,,,,,,,,
PlasmaCannonChargeSS,[c][00FF00]Type-A Plasma Cell[-][/c],,Charge plasma SV,,,,,,,,,,,,,,
PulseLaserChargeBA,[c][FF0000]Mk220 Laser Charge[-][/c],,Charge laser BA,,,,,,,,,,,,,,
PulseLaserChargeMS,[c][FFF300]Mk200 Laser Charge[-][/c],,Charge laser CV,,,,,,,,,,,,,,
PulseLaserChargeMSWeapon,[c][FFF300]Mk240 Laser Charge[-][/c],,Charge laser II CV,,,,,,,,,,,,,,
RailgunBullet,[c][00FF00]Railgun Projectile[-][/c],,Charge de railgun,,,,,,,,,,,,,,
TurretBAPlasmaCharge,[c][FF0000]L2 Heavy Plasma Cell[-][/c],,Charge PI BA,,,,,,,,,,,,,,
TurretGVPlasmaCharge,[c][0088FF]Type-B Plasma Cell[-][/c],,Charge PI HV,,,,,,,,,,,,,,
TurretMSPlasmaCharge,[c][FFF300]L3 Heavy Plasma Cell[-][/c],,Charge PI CV,,,,,,,,,,,,,,
AssaultRifle,[c][37D2FF]Assault Rifle[-][/c],,Fusil d'assaut v1,,,,,,,,,,,,,,
AssaultRifleDebug,Assault Rifle (Debug),,Fusil d'assaut (Debug),,,,,,,,,,,,,,
AssaultRifleT2,[c][15FF58]Advanced Assault Rifle[-][/c],,Fusil d'assaut v2,,,,,,,,,,,,,,
Chainsaw,[c][37D2FF]Chainsaw[-][/c],,Tronçonneuse,,,,,,,,,,,,,,
ChangeTool,Change & Rotate Tool,,Outil changer et rotation,,,,,,,,,,,,,,
ColorTool,Color Tool,,Outil couleurs,,,,,,,,,,,,,,
Drill,[c][15FF58]Mechanical Drill[-][/c],,Foreuse mécanique,,,,,,,,,,,,,,
DrillT0,Mechanical Drill,,Foreuse mécanique,,,,,,,,,,,,,,
Explosives,[c][15FF58]Explosive Charge[-][/c],,Charge explosive,,,,,,,,,,,,,,
Fillertool,Filler & Flatten Tool,,Outil remplir et aplanir,,,,,,,,,,,,,,
Flashlight,Flashlight,,Lampe torche,,,,,,,,,,,,,,
LaserPistol,[c][F3FF3F]LS-22 Laser Pistol[-][/c],,Pistolet laser v1,,,,,,,,,,,,,,
